site1,site2,geodist,Ed,sor
PA02_C1_07,SH01_ew01,NA,NA,NA
PA02_C1_07,SI02_C1_02,NA,NA,NA
PA02_C1_07,SI02_C1_05,NA,NA,NA
PA02_C1_07,SI02_C1_08,NA,NA,NA
PA02_C1_07,SI02_C1_12,NA,NA,NA
PA02_C1_07,SI02_C1_19,NA,NA,NA
PA02_C1_07,SI02_C1_23,NA,NA,NA
PA02_C1_07,SI02_C1_ew01,NA,NA,NA
PA02_C1_07,SM22_C1_01,NA,NA,NA
PA02_C1_07,SM22_C1_06,NA,NA,NA
PA02_C1_07,SM22_C1_09,NA,NA,NA
PA02_C1_07,SM22_C1_14,NA,NA,NA
PA02_C1_07,SM22_C1_16,NA,NA,NA
PA02_C1_07,SM22_C1_ew,NA,NA,NA
PA02_C1_07,SYNH02_C11_01,NA,NA,NA
PA02_C1_07,SYNH02_C11_02,NA,NA,NA
PA02_C1_07,SYNH02_C11_03,NA,NA,NA
PA02_C1_07,SYNH02_C11_04,NA,NA,NA
PA02_C1_07,SYNH02_C11_05,NA,NA,NA
PA02_C1_07,SYNH02_C11_06,NA,NA,NA
PA02_C1_07,SYNH02_C11_07,NA,NA,NA
PA02_C1_07,SYNH02_C11_08,NA,NA,NA
PA02_C1_07,SYNH02_C11_09,NA,NA,NA
PA02_C1_07,SYNH02_C11_10,NA,NA,NA
PA02_C1_07,SYNH02_C16_01,NA,NA,NA
PA02_C1_07,SYNH02_C4_01,NA,NA,NA
PA02_C1_07,SYNH02_C4_03,NA,NA,NA
PA02_C1_07,SYNH02_C4_05,NA,NA,NA
PA02_C1_07,SYNH02_C4_06,NA,NA,NA
PA02_C1_07,SYNH02_C4_07,NA,NA,NA
PA02_C1_07,SYNH02_C4_08,NA,NA,NA
PA02_C1_07,SYNH02_C4_09,NA,NA,NA
PA02_C1_07,SYNH02_C4_10,NA,NA,NA
PA02_C1_07,SYNH02_C4_14,NA,NA,NA
PA02_C1_07,SYNH02_C4_18,NA,NA,NA
PA02_C1_07,SYNH02_C4_22,NA,NA,NA
PA02_C1_07,SYNH02_ew,NA,NA,NA
PA02_C1_07,TA01_C1_01,NA,NA,NA
PA02_C1_07,TA01_C1_04,NA,NA,NA
PA02_C1_07,TA01_C1_11,NA,NA,NA
PA02_C1_07,TA01_C1_15,NA,NA,NA
PA02_C1_07,TA01_C1_ew,NA,NA,NA
PA02_C1_07,TA03_C1_ew,NA,NA,NA
PA02_C1_11,PA02_C1_14,7.50E-05,0.966311528,0.555307103
PA02_C1_11,PA02_C1_16,0.00012,0.896018961,0.547558678
PA02_C1_11,QK01_C1_01,NA,NA,NA
PA02_C1_11,QK01_C1_04,NA,NA,NA
PA02_C1_11,QK01_C1_08,NA,NA,NA
PA02_C1_11,QK01_C1_12,NA,NA,NA
PA02_C1_11,QK01_C1_13,NA,NA,NA
PA02_C1_11,QK01_C1_14,NA,NA,NA
PA02_C1_11,SH01_C2_04,NA,NA,NA
PA02_C1_11,SH01_C2_07,NA,NA,NA
PA02_C1_11,SH01_C2_12,NA,NA,NA
PA02_C1_11,SH01_C2_17,NA,NA,NA
PA02_C1_11,SH01_C2_19,NA,NA,NA
PA02_C1_11,SH01_ew01,NA,NA,NA
PA02_C1_11,SI02_C1_02,NA,NA,NA
PA02_C1_11,SI02_C1_05,NA,NA,NA
PA02_C1_11,SI02_C1_08,NA,NA,NA
PA02_C1_11,SI02_C1_12,NA,NA,NA
PA02_C1_11,SI02_C1_19,NA,NA,NA
PA02_C1_11,SI02_C1_23,NA,NA,NA
PA02_C1_11,SI02_C1_ew01,NA,NA,NA
PA02_C1_11,SM22_C1_01,NA,NA,NA
PA02_C1_11,SM22_C1_06,NA,NA,NA
PA02_C1_11,SM22_C1_09,NA,NA,NA
PA02_C1_11,SM22_C1_14,NA,NA,NA
PA02_C1_11,SM22_C1_16,NA,NA,NA
PA02_C1_11,SM22_C1_ew,NA,NA,NA
PA02_C1_11,SYNH02_C11_01,NA,NA,NA
PA02_C1_11,SYNH02_C11_02,NA,NA,NA
PA02_C1_11,SYNH02_C11_03,NA,NA,NA
PA02_C1_11,SYNH02_C11_04,NA,NA,NA
PA02_C1_11,SYNH02_C11_05,NA,NA,NA
PA02_C1_11,SYNH02_C11_06,NA,NA,NA
PA02_C1_11,SYNH02_C11_07,NA,NA,NA
PA02_C1_11,SYNH02_C11_08,NA,NA,NA
PA02_C1_11,SYNH02_C11_09,NA,NA,NA
PA02_C1_11,SYNH02_C11_10,NA,NA,NA
PA02_C1_11,SYNH02_C16_01,NA,NA,NA
PA02_C1_11,SYNH02_C4_01,NA,NA,NA
PA02_C1_11,SYNH02_C4_03,NA,NA,NA
PA02_C1_11,SYNH02_C4_05,NA,NA,NA
PA02_C1_11,SYNH02_C4_06,NA,NA,NA
PA02_C1_11,SYNH02_C4_07,NA,NA,NA
PA02_C1_11,SYNH02_C4_08,NA,NA,NA
PA02_C1_11,SYNH02_C4_09,NA,NA,NA
PA02_C1_11,SYNH02_C4_10,NA,NA,NA
PA02_C1_11,SYNH02_C4_14,NA,NA,NA
PA02_C1_11,SYNH02_C4_18,NA,NA,NA
PA02_C1_11,SYNH02_C4_22,NA,NA,NA
PA02_C1_11,SYNH02_ew,NA,NA,NA
PA02_C1_11,TA01_C1_01,NA,NA,NA
PA02_C1_11,TA01_C1_04,NA,NA,NA
PA02_C1_11,TA01_C1_11,NA,NA,NA
PA02_C1_11,TA01_C1_15,NA,NA,NA
PA02_C1_11,TA01_C1_ew,NA,NA,NA
PA02_C1_11,TA03_C1_ew,NA,NA,NA
PA02_C1_14,PA02_C1_16,4.50E-05,0.905048479,0.516695095
PA02_C1_14,QK01_C1_01,NA,NA,NA
PA02_C1_14,QK01_C1_04,NA,NA,NA
PA02_C1_14,QK01_C1_08,NA,NA,NA
PA02_C1_14,QK01_C1_12,NA,NA,NA
PA02_C1_14,QK01_C1_13,NA,NA,NA
PA02_C1_14,QK01_C1_14,NA,NA,NA
PA02_C1_14,SH01_C2_04,NA,NA,NA
PA02_C1_14,SH01_C2_07,NA,NA,NA
PA02_C1_14,SH01_C2_12,NA,NA,NA
PA02_C1_14,SH01_C2_17,NA,NA,NA
PA02_C1_14,SH01_C2_19,NA,NA,NA
PA02_C1_14,SH01_ew01,NA,NA,NA
PA02_C1_14,SI02_C1_02,NA,NA,NA
PA02_C1_14,SI02_C1_05,NA,NA,NA
PA02_C1_14,SI02_C1_08,NA,NA,NA
PA02_C1_14,SI02_C1_12,NA,NA,NA
PA02_C1_14,SI02_C1_19,NA,NA,NA
PA02_C1_14,SI02_C1_23,NA,NA,NA
PA02_C1_14,SI02_C1_ew01,NA,NA,NA
PA02_C1_14,SM22_C1_01,NA,NA,NA
PA02_C1_14,SM22_C1_06,NA,NA,NA
PA02_C1_14,SM22_C1_09,NA,NA,NA
PA02_C1_14,SM22_C1_14,NA,NA,NA
PA02_C1_14,SM22_C1_16,NA,NA,NA
PA02_C1_14,SM22_C1_ew,NA,NA,NA
PA02_C1_14,SYNH02_C11_01,NA,NA,NA
PA02_C1_14,SYNH02_C11_02,NA,NA,NA
PA02_C1_14,SYNH02_C11_03,NA,NA,NA
PA02_C1_14,SYNH02_C11_04,NA,NA,NA
PA02_C1_14,SYNH02_C11_05,NA,NA,NA
PA02_C1_14,SYNH02_C11_06,NA,NA,NA
PA02_C1_14,SYNH02_C11_07,NA,NA,NA
PA02_C1_14,SYNH02_C11_08,NA,NA,NA
PA02_C1_14,SYNH02_C11_09,NA,NA,NA
PA02_C1_14,SYNH02_C11_10,NA,NA,NA
PA02_C1_14,SYNH02_C16_01,NA,NA,NA
PA02_C1_14,SYNH02_C4_01,NA,NA,NA
PA02_C1_14,SYNH02_C4_03,NA,NA,NA
PA02_C1_14,SYNH02_C4_05,NA,NA,NA
PA02_C1_14,SYNH02_C4_06,NA,NA,NA
PA02_C1_14,SYNH02_C4_07,NA,NA,NA
PA02_C1_14,SYNH02_C4_08,NA,NA,NA
PA02_C1_14,SYNH02_C4_09,NA,NA,NA
PA02_C1_14,SYNH02_C4_10,NA,NA,NA
PA02_C1_14,SYNH02_C4_14,NA,NA,NA
PA02_C1_14,SYNH02_C4_18,NA,NA,NA
PA02_C1_14,SYNH02_C4_22,NA,NA,NA
PA02_C1_14,SYNH02_ew,NA,NA,NA
PA02_C1_14,TA01_C1_01,NA,NA,NA
PA02_C1_14,TA01_C1_04,NA,NA,NA
PA02_C1_14,TA01_C1_11,NA,NA,NA
PA02_C1_14,TA01_C1_15,NA,NA,NA
PA02_C1_14,TA01_C1_ew,NA,NA,NA
PA02_C1_14,TA03_C1_ew,NA,NA,NA
PA02_C1_16,QK01_C1_01,NA,NA,NA
PA02_C1_16,QK01_C1_04,NA,NA,NA
PA02_C1_16,QK01_C1_08,NA,NA,NA
PA02_C1_16,QK01_C1_12,NA,NA,NA
PA02_C1_16,QK01_C1_13,NA,NA,NA
PA02_C1_16,QK01_C1_14,NA,NA,NA
PA02_C1_16,SH01_C2_04,NA,NA,NA
PA02_C1_16,SH01_C2_07,NA,NA,NA
PA02_C1_16,SH01_C2_12,NA,NA,NA
PA02_C1_16,SH01_C2_17,NA,NA,NA
PA02_C1_16,SH01_C2_19,NA,NA,NA
PA02_C1_16,SH01_ew01,NA,NA,NA
PA02_C1_16,SI02_C1_02,NA,NA,NA
PA02_C1_16,SI02_C1_05,NA,NA,NA
PA02_C1_16,SI02_C1_08,NA,NA,NA
PA02_C1_16,SI02_C1_12,NA,NA,NA
PA02_C1_16,SI02_C1_19,NA,NA,NA
PA02_C1_16,SI02_C1_23,NA,NA,NA
PA02_C1_16,SI02_C1_ew01,NA,NA,NA
PA02_C1_16,SM22_C1_01,NA,NA,NA
PA02_C1_16,SM22_C1_06,NA,NA,NA
PA02_C1_16,SM22_C1_09,NA,NA,NA
PA02_C1_16,SM22_C1_14,NA,NA,NA
PA02_C1_16,SM22_C1_16,NA,NA,NA
PA02_C1_16,SM22_C1_ew,NA,NA,NA
PA02_C1_16,SYNH02_C11_01,NA,NA,NA
PA02_C1_16,SYNH02_C11_02,NA,NA,NA
PA02_C1_16,SYNH02_C11_03,NA,NA,NA
PA02_C1_16,SYNH02_C11_04,NA,NA,NA
PA02_C1_16,SYNH02_C11_05,NA,NA,NA
PA02_C1_16,SYNH02_C11_06,NA,NA,NA
PA02_C1_16,SYNH02_C11_07,NA,NA,NA
PA02_C1_16,SYNH02_C11_08,NA,NA,NA
PA02_C1_16,SYNH02_C11_09,NA,NA,NA
PA02_C1_16,SYNH02_C11_10,NA,NA,NA
PA02_C1_16,SYNH02_C16_01,NA,NA,NA
PA02_C1_16,SYNH02_C4_01,NA,NA,NA
PA02_C1_16,SYNH02_C4_03,NA,NA,NA
PA02_C1_16,SYNH02_C4_05,NA,NA,NA
PA02_C1_16,SYNH02_C4_06,NA,NA,NA
PA02_C1_16,SYNH02_C4_07,NA,NA,NA
PA02_C1_16,SYNH02_C4_08,NA,NA,NA
PA02_C1_16,SYNH02_C4_09,NA,NA,NA
PA02_C1_16,SYNH02_C4_10,NA,NA,NA
PA02_C1_16,SYNH02_C4_14,NA,NA,NA
PA02_C1_16,SYNH02_C4_18,NA,NA,NA
PA02_C1_16,SYNH02_C4_22,NA,NA,NA
PA02_C1_16,SYNH02_ew,NA,NA,NA
PA02_C1_16,TA01_C1_01,NA,NA,NA
PA02_C1_16,TA01_C1_04,NA,NA,NA
PA02_C1_16,TA01_C1_11,NA,NA,NA
PA02_C1_16,TA01_C1_15,NA,NA,NA
PA02_C1_16,TA01_C1_ew,NA,NA,NA
PA02_C1_16,TA03_C1_ew,NA,NA,NA
QK01_C1_01,QK01_C1_04,5.00E-05,0.862631621,0.247819317
QK01_C1_01,QK01_C1_08,0.00011,0.878064247,0.168341411
QK01_C1_01,QK01_C1_12,0.00017,0.75669443,0.248311831
QK01_C1_01,QK01_C1_13,0.000185,0.702537145,0.258095158
QK01_C1_01,QK01_C1_14,2.00E-04,0.747268762,0.127942992
QK01_C1_01,SH01_C2_04,NA,NA,NA
QK01_C1_01,SH01_C2_07,NA,NA,NA
QK01_C1_01,SH01_C2_12,NA,NA,NA
QK01_C1_01,SH01_C2_17,NA,NA,NA
QK01_C1_01,SH01_C2_19,NA,NA,NA
QK01_C1_01,SH01_ew01,NA,NA,NA
QK01_C1_01,SI02_C1_02,NA,NA,NA
QK01_C1_01,SI02_C1_05,NA,NA,NA
QK01_C1_01,SI02_C1_08,NA,NA,NA
QK01_C1_01,SI02_C1_12,NA,NA,NA
QK01_C1_01,SI02_C1_19,NA,NA,NA
QK01_C1_01,SI02_C1_23,NA,NA,NA
QK01_C1_01,SI02_C1_ew01,NA,NA,NA
QK01_C1_01,SM22_C1_01,NA,NA,NA
QK01_C1_01,SM22_C1_06,NA,NA,NA
QK01_C1_01,SM22_C1_09,NA,NA,NA
QK01_C1_01,SM22_C1_14,NA,NA,NA
QK01_C1_01,SM22_C1_16,NA,NA,NA
QK01_C1_01,SM22_C1_ew,NA,NA,NA
QK01_C1_01,SYNH02_C11_01,NA,NA,NA
QK01_C1_01,SYNH02_C11_02,NA,NA,NA
QK01_C1_01,SYNH02_C11_03,NA,NA,NA
QK01_C1_01,SYNH02_C11_04,NA,NA,NA
QK01_C1_01,SYNH02_C11_05,NA,NA,NA
QK01_C1_01,SYNH02_C11_06,NA,NA,NA
QK01_C1_01,SYNH02_C11_07,NA,NA,NA
QK01_C1_01,SYNH02_C11_08,NA,NA,NA
QK01_C1_01,SYNH02_C11_09,NA,NA,NA
QK01_C1_01,SYNH02_C11_10,NA,NA,NA
QK01_C1_01,SYNH02_C16_01,NA,NA,NA
QK01_C1_01,SYNH02_C4_01,NA,NA,NA
QK01_C1_01,SYNH02_C4_03,NA,NA,NA
QK01_C1_01,SYNH02_C4_05,NA,NA,NA
QK01_C1_01,SYNH02_C4_06,NA,NA,NA
QK01_C1_01,SYNH02_C4_07,NA,NA,NA
QK01_C1_01,SYNH02_C4_08,NA,NA,NA
QK01_C1_01,SYNH02_C4_09,NA,NA,NA
QK01_C1_01,SYNH02_C4_10,NA,NA,NA
QK01_C1_01,SYNH02_C4_14,NA,NA,NA
QK01_C1_01,SYNH02_C4_18,NA,NA,NA
QK01_C1_01,SYNH02_C4_22,NA,NA,NA
QK01_C1_01,SYNH02_ew,NA,NA,NA
QK01_C1_01,TA01_C1_01,NA,NA,NA
QK01_C1_01,TA01_C1_04,NA,NA,NA
QK01_C1_01,TA01_C1_11,NA,NA,NA
QK01_C1_01,TA01_C1_15,NA,NA,NA
QK01_C1_01,TA01_C1_ew,NA,NA,NA
QK01_C1_01,TA03_C1_ew,NA,NA,NA
QK01_C1_04,QK01_C1_08,6.00E-05,0.912718382,0.162648154
QK01_C1_04,QK01_C1_12,0.00012,0.800721088,0.257461263
QK01_C1_04,QK01_C1_13,0.000135,0.762823514,0.260191155
QK01_C1_04,QK01_C1_14,0.00015,0.795061508,0.118824793
QK01_C1_04,SH01_C2_04,NA,NA,NA
QK01_C1_04,SH01_C2_07,NA,NA,NA
QK01_C1_04,SH01_C2_12,NA,NA,NA
QK01_C1_04,SH01_C2_17,NA,NA,NA
QK01_C1_04,SH01_C2_19,NA,NA,NA
QK01_C1_04,SH01_ew01,NA,NA,NA
QK01_C1_04,SI02_C1_02,NA,NA,NA
QK01_C1_04,SI02_C1_05,NA,NA,NA
QK01_C1_04,SI02_C1_08,NA,NA,NA
QK01_C1_04,SI02_C1_12,NA,NA,NA
QK01_C1_04,SI02_C1_19,NA,NA,NA
QK01_C1_04,SI02_C1_23,NA,NA,NA
QK01_C1_04,SI02_C1_ew01,NA,NA,NA
QK01_C1_04,SM22_C1_01,NA,NA,NA
QK01_C1_04,SM22_C1_06,NA,NA,NA
QK01_C1_04,SM22_C1_09,NA,NA,NA
QK01_C1_04,SM22_C1_14,NA,NA,NA
QK01_C1_04,SM22_C1_16,NA,NA,NA
QK01_C1_04,SM22_C1_ew,NA,NA,NA
QK01_C1_04,SYNH02_C11_01,NA,NA,NA
QK01_C1_04,SYNH02_C11_02,NA,NA,NA
QK01_C1_04,SYNH02_C11_03,NA,NA,NA
QK01_C1_04,SYNH02_C11_04,NA,NA,NA
QK01_C1_04,SYNH02_C11_05,NA,NA,NA
QK01_C1_04,SYNH02_C11_06,NA,NA,NA
QK01_C1_04,SYNH02_C11_07,NA,NA,NA
QK01_C1_04,SYNH02_C11_08,NA,NA,NA
QK01_C1_04,SYNH02_C11_09,NA,NA,NA
QK01_C1_04,SYNH02_C11_10,NA,NA,NA
QK01_C1_04,SYNH02_C16_01,NA,NA,NA
QK01_C1_04,SYNH02_C4_01,NA,NA,NA
QK01_C1_04,SYNH02_C4_03,NA,NA,NA
QK01_C1_04,SYNH02_C4_05,NA,NA,NA
QK01_C1_04,SYNH02_C4_06,NA,NA,NA
QK01_C1_04,SYNH02_C4_07,NA,NA,NA
QK01_C1_04,SYNH02_C4_08,NA,NA,NA
QK01_C1_04,SYNH02_C4_09,NA,NA,NA
QK01_C1_04,SYNH02_C4_10,NA,NA,NA
QK01_C1_04,SYNH02_C4_14,NA,NA,NA
QK01_C1_04,SYNH02_C4_18,NA,NA,NA
QK01_C1_04,SYNH02_C4_22,NA,NA,NA
QK01_C1_04,SYNH02_ew,NA,NA,NA
QK01_C1_04,TA01_C1_01,NA,NA,NA
QK01_C1_04,TA01_C1_04,NA,NA,NA
QK01_C1_04,TA01_C1_11,NA,NA,NA
QK01_C1_04,TA01_C1_15,NA,NA,NA
QK01_C1_04,TA01_C1_ew,NA,NA,NA
QK01_C1_04,TA03_C1_ew,NA,NA,NA
QK01_C1_08,QK01_C1_12,6.00E-05,0.863788703,0.169574393
QK01_C1_08,QK01_C1_13,7.50E-05,0.81724829,0.167826487
QK01_C1_08,QK01_C1_14,9.00E-05,0.846765,0.153350068
QK01_C1_08,SH01_C2_04,NA,NA,NA
QK01_C1_08,SH01_C2_07,NA,NA,NA
QK01_C1_08,SH01_C2_12,NA,NA,NA
QK01_C1_08,SH01_C2_17,NA,NA,NA
QK01_C1_08,SH01_C2_19,NA,NA,NA
QK01_C1_08,SH01_ew01,NA,NA,NA
QK01_C1_08,SI02_C1_02,NA,NA,NA
QK01_C1_08,SI02_C1_05,NA,NA,NA
QK01_C1_08,SI02_C1_08,NA,NA,NA
QK01_C1_08,SI02_C1_12,NA,NA,NA
QK01_C1_08,SI02_C1_19,NA,NA,NA
QK01_C1_08,SI02_C1_23,NA,NA,NA
QK01_C1_08,SI02_C1_ew01,NA,NA,NA
QK01_C1_08,SM22_C1_01,NA,NA,NA
QK01_C1_08,SM22_C1_06,NA,NA,NA
QK01_C1_08,SM22_C1_09,NA,NA,NA
QK01_C1_08,SM22_C1_14,NA,NA,NA
QK01_C1_08,SM22_C1_16,NA,NA,NA
QK01_C1_08,SM22_C1_ew,NA,NA,NA
QK01_C1_08,SYNH02_C11_01,NA,NA,NA
QK01_C1_08,SYNH02_C11_02,NA,NA,NA
QK01_C1_08,SYNH02_C11_03,NA,NA,NA
QK01_C1_08,SYNH02_C11_04,NA,NA,NA
QK01_C1_08,SYNH02_C11_05,NA,NA,NA
QK01_C1_08,SYNH02_C11_06,NA,NA,NA
QK01_C1_08,SYNH02_C11_07,NA,NA,NA
QK01_C1_08,SYNH02_C11_08,NA,NA,NA
QK01_C1_08,SYNH02_C11_09,NA,NA,NA
QK01_C1_08,SYNH02_C11_10,NA,NA,NA
QK01_C1_08,SYNH02_C16_01,NA,NA,NA
QK01_C1_08,SYNH02_C4_01,NA,NA,NA
QK01_C1_08,SYNH02_C4_03,NA,NA,NA
QK01_C1_08,SYNH02_C4_05,NA,NA,NA
QK01_C1_08,SYNH02_C4_06,NA,NA,NA
QK01_C1_08,SYNH02_C4_07,NA,NA,NA
QK01_C1_08,SYNH02_C4_08,NA,NA,NA
QK01_C1_08,SYNH02_C4_09,NA,NA,NA
QK01_C1_08,SYNH02_C4_10,NA,NA,NA
QK01_C1_08,SYNH02_C4_14,NA,NA,NA
QK01_C1_08,SYNH02_C4_18,NA,NA,NA
QK01_C1_08,SYNH02_C4_22,NA,NA,NA
QK01_C1_08,SYNH02_ew,NA,NA,NA
QK01_C1_08,TA01_C1_01,NA,NA,NA
QK01_C1_08,TA01_C1_04,NA,NA,NA
QK01_C1_08,TA01_C1_11,NA,NA,NA
QK01_C1_08,TA01_C1_15,NA,NA,NA
QK01_C1_08,TA01_C1_ew,NA,NA,NA
QK01_C1_08,TA03_C1_ew,NA,NA,NA
QK01_C1_12,QK01_C1_13,1.50E-05,0.929988448,0.41566856
QK01_C1_12,QK01_C1_14,3.00E-05,0.913364003,0.204629017
QK01_C1_12,SH01_C2_04,NA,NA,NA
QK01_C1_12,SH01_C2_07,NA,NA,NA
QK01_C1_12,SH01_C2_12,NA,NA,NA
QK01_C1_12,SH01_C2_17,NA,NA,NA
QK01_C1_12,SH01_C2_19,NA,NA,NA
QK01_C1_12,SH01_ew01,NA,NA,NA
QK01_C1_12,SI02_C1_02,NA,NA,NA
QK01_C1_12,SI02_C1_05,NA,NA,NA
QK01_C1_12,SI02_C1_08,NA,NA,NA
QK01_C1_12,SI02_C1_12,NA,NA,NA
QK01_C1_12,SI02_C1_19,NA,NA,NA
QK01_C1_12,SI02_C1_23,NA,NA,NA
QK01_C1_12,SI02_C1_ew01,NA,NA,NA
QK01_C1_12,SM22_C1_01,NA,NA,NA
QK01_C1_12,SM22_C1_06,NA,NA,NA
QK01_C1_12,SM22_C1_09,NA,NA,NA
QK01_C1_12,SM22_C1_14,NA,NA,NA
QK01_C1_12,SM22_C1_16,NA,NA,NA
QK01_C1_12,SM22_C1_ew,NA,NA,NA
QK01_C1_12,SYNH02_C11_01,NA,NA,NA
QK01_C1_12,SYNH02_C11_02,NA,NA,NA
QK01_C1_12,SYNH02_C11_03,NA,NA,NA
QK01_C1_12,SYNH02_C11_04,NA,NA,NA
QK01_C1_12,SYNH02_C11_05,NA,NA,NA
QK01_C1_12,SYNH02_C11_06,NA,NA,NA
QK01_C1_12,SYNH02_C11_07,NA,NA,NA
QK01_C1_12,SYNH02_C11_08,NA,NA,NA
QK01_C1_12,SYNH02_C11_09,NA,NA,NA
QK01_C1_12,SYNH02_C11_10,NA,NA,NA
QK01_C1_12,SYNH02_C16_01,NA,NA,NA
QK01_C1_12,SYNH02_C4_01,NA,NA,NA
QK01_C1_12,SYNH02_C4_03,NA,NA,NA
QK01_C1_12,SYNH02_C4_05,NA,NA,NA
QK01_C1_12,SYNH02_C4_06,NA,NA,NA
QK01_C1_12,SYNH02_C4_07,NA,NA,NA
QK01_C1_12,SYNH02_C4_08,NA,NA,NA
QK01_C1_12,SYNH02_C4_09,NA,NA,NA
QK01_C1_12,SYNH02_C4_10,NA,NA,NA
QK01_C1_12,SYNH02_C4_14,NA,NA,NA
QK01_C1_12,SYNH02_C4_18,NA,NA,NA
QK01_C1_12,SYNH02_C4_22,NA,NA,NA
QK01_C1_12,SYNH02_ew,NA,NA,NA
QK01_C1_12,TA01_C1_01,NA,NA,NA
QK01_C1_12,TA01_C1_04,NA,NA,NA
QK01_C1_12,TA01_C1_11,NA,NA,NA
QK01_C1_12,TA01_C1_15,NA,NA,NA
QK01_C1_12,TA01_C1_ew,NA,NA,NA
QK01_C1_12,TA03_C1_ew,NA,NA,NA
QK01_C1_13,QK01_C1_14,1.50E-05,0.893315183,0.18908192
QK01_C1_13,SH01_C2_04,NA,NA,NA
QK01_C1_13,SH01_C2_07,NA,NA,NA
QK01_C1_13,SH01_C2_12,NA,NA,NA
QK01_C1_13,SH01_C2_17,NA,NA,NA
QK01_C1_13,SH01_C2_19,NA,NA,NA
QK01_C1_13,SH01_ew01,NA,NA,NA
QK01_C1_13,SI02_C1_02,NA,NA,NA
QK01_C1_13,SI02_C1_05,NA,NA,NA
QK01_C1_13,SI02_C1_08,NA,NA,NA
QK01_C1_13,SI02_C1_12,NA,NA,NA
QK01_C1_13,SI02_C1_19,NA,NA,NA
QK01_C1_13,SI02_C1_23,NA,NA,NA
QK01_C1_13,SI02_C1_ew01,NA,NA,NA
QK01_C1_13,SM22_C1_01,NA,NA,NA
QK01_C1_13,SM22_C1_06,NA,NA,NA
QK01_C1_13,SM22_C1_09,NA,NA,NA
QK01_C1_13,SM22_C1_14,NA,NA,NA
QK01_C1_13,SM22_C1_16,NA,NA,NA
QK01_C1_13,SM22_C1_ew,NA,NA,NA
QK01_C1_13,SYNH02_C11_01,NA,NA,NA
QK01_C1_13,SYNH02_C11_02,NA,NA,NA
QK01_C1_13,SYNH02_C11_03,NA,NA,NA
QK01_C1_13,SYNH02_C11_04,NA,NA,NA
QK01_C1_13,SYNH02_C11_05,NA,NA,NA
QK01_C1_13,SYNH02_C11_06,NA,NA,NA
QK01_C1_13,SYNH02_C11_07,NA,NA,NA
QK01_C1_13,SYNH02_C11_08,NA,NA,NA
QK01_C1_13,SYNH02_C11_09,NA,NA,NA
QK01_C1_13,SYNH02_C11_10,NA,NA,NA
QK01_C1_13,SYNH02_C16_01,NA,NA,NA
QK01_C1_13,SYNH02_C4_01,NA,NA,NA
QK01_C1_13,SYNH02_C4_03,NA,NA,NA
QK01_C1_13,SYNH02_C4_05,NA,NA,NA
QK01_C1_13,SYNH02_C4_06,NA,NA,NA
QK01_C1_13,SYNH02_C4_07,NA,NA,NA
QK01_C1_13,SYNH02_C4_08,NA,NA,NA
QK01_C1_13,SYNH02_C4_09,NA,NA,NA
QK01_C1_13,SYNH02_C4_10,NA,NA,NA
QK01_C1_13,SYNH02_C4_14,NA,NA,NA
QK01_C1_13,SYNH02_C4_18,NA,NA,NA
QK01_C1_13,SYNH02_C4_22,NA,NA,NA
QK01_C1_13,SYNH02_ew,NA,NA,NA
QK01_C1_13,TA01_C1_01,NA,NA,NA
QK01_C1_13,TA01_C1_04,NA,NA,NA
QK01_C1_13,TA01_C1_11,NA,NA,NA
QK01_C1_13,TA01_C1_15,NA,NA,NA
QK01_C1_13,TA01_C1_ew,NA,NA,NA
QK01_C1_13,TA03_C1_ew,NA,NA,NA
QK01_C1_14,SH01_C2_04,NA,NA,NA
QK01_C1_14,SH01_C2_07,NA,NA,NA
QK01_C1_14,SH01_C2_12,NA,NA,NA
QK01_C1_14,SH01_C2_17,NA,NA,NA
QK01_C1_14,SH01_C2_19,NA,NA,NA
QK01_C1_14,SH01_ew01,NA,NA,NA
QK01_C1_14,SI02_C1_02,NA,NA,NA
QK01_C1_14,SI02_C1_05,NA,NA,NA
QK01_C1_14,SI02_C1_08,NA,NA,NA
QK01_C1_14,SI02_C1_12,NA,NA,NA
QK01_C1_14,SI02_C1_19,NA,NA,NA
QK01_C1_14,SI02_C1_23,NA,NA,NA
QK01_C1_14,SI02_C1_ew01,NA,NA,NA
QK01_C1_14,SM22_C1_01,NA,NA,NA
QK01_C1_14,SM22_C1_06,NA,NA,NA
QK01_C1_14,SM22_C1_09,NA,NA,NA
QK01_C1_14,SM22_C1_14,NA,NA,NA
QK01_C1_14,SM22_C1_16,NA,NA,NA
QK01_C1_14,SM22_C1_ew,NA,NA,NA
QK01_C1_14,SYNH02_C11_01,NA,NA,NA
QK01_C1_14,SYNH02_C11_02,NA,NA,NA
QK01_C1_14,SYNH02_C11_03,NA,NA,NA
QK01_C1_14,SYNH02_C11_04,NA,NA,NA
QK01_C1_14,SYNH02_C11_05,NA,NA,NA
QK01_C1_14,SYNH02_C11_06,NA,NA,NA
QK01_C1_14,SYNH02_C11_07,NA,NA,NA
QK01_C1_14,SYNH02_C11_08,NA,NA,NA
QK01_C1_14,SYNH02_C11_09,NA,NA,NA
QK01_C1_14,SYNH02_C11_10,NA,NA,NA
QK01_C1_14,SYNH02_C16_01,NA,NA,NA
QK01_C1_14,SYNH02_C4_01,NA,NA,NA
